ID,label
0,1
1,1
2,0
3,0
4,1
5,1
6,0
7,0
8,1
9,1
10,1
11,1
12,0
13,1
14,0
15,0
16,1
17,1
18,1
19,1
20,0
21,0
22,1
23,1
24,1
25,1
26,1
27,0
28,0
29,0
30,1
31,0
32,1
33,0
34,0
35,1
36,0
37,1
38,1
39,0
40,0
41,0
42,0
43,1
44,1
45,0
46,0
47,1
48,0
49,0
50,1
51,0
52,0
53,1
54,0
55,1
56,1
57,1
58,0
59,1
60,0
61,1
62,0
63,1
64,0
65,0
66,1
67,0
68,1
69,1
70,1
71,0
72,1
73,1
74,1
75,0
76,0
77,0
78,1
79,0
80,0
81,1
82,1
83,1
84,1
85,1
86,1
87,0
88,1
89,0
90,0
91,0
92,1
93,0
94,0
95,0
96,1
97,1
98,1
99,1
100,0
101,1
102,0
103,0
104,0
105,1
106,0
107,1
108,1
109,1
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,1
119,1
120,1
121,1
122,0
123,0
124,0
125,0
126,1
127,1
128,1
129,0
130,0
131,0
132,1
133,0
134,1
135,0
136,0
137,1
138,1
139,0
140,1
141,1
142,0
143,1
144,1
145,0
146,1
147,0
148,1
149,0
150,1
151,1
152,1
153,0
154,1
155,1
156,0
157,0
158,1
159,0
160,1
161,1
162,1
163,1
164,1
165,1
166,0
167,0
168,1
169,0
170,0
171,0
172,0
173,1
174,1
175,1
176,0
177,0
178,1
179,0
180,1
181,1
182,1
183,0
184,1
185,1
186,0
187,0
188,0
189,1
190,1
191,0
192,1
193,1
194,0
195,1
196,0
197,1
198,0
199,1
200,0
201,0
202,0
203,0
204,0
205,0
206,1
207,1
208,0
209,1
210,1
211,0
212,0
213,1
214,0
215,1
216,1
217,1
218,1
219,0
220,0
221,0
222,1
223,0
224,1
225,0
226,1
227,0
228,0
229,1
230,0
231,0
232,1
233,1
234,1
235,0
236,0
237,0
238,1
239,1
240,0
241,1
242,0
243,1
244,0
245,0
246,0
247,0
248,1
249,0
250,1
251,0
252,1
253,1
254,0
255,0
256,1
257,0
258,0
259,1
260,0
261,0
262,0
263,1
264,0
265,0
266,1
267,1
268,1
269,1
270,0
271,0
272,1
273,1
274,0
275,0
276,0
277,1
278,1
279,0
280,1
281,0
282,0
283,1
284,0
285,0
286,1
287,1
288,1
289,0
290,1
291,0
292,0
293,0
294,0
295,0
296,1
297,0
298,1
299,1
300,1
301,1
302,0
303,0
304,1
305,1
306,0
307,1
308,0
309,0
310,1
311,1
312,1
313,0
314,1
315,1
316,1
317,1
318,1
319,0
320,1
321,1
322,1
323,0
324,0
325,1
326,0
327,0
328,0
329,1
330,0
331,0
332,1
333,1
334,0
335,1
336,1
337,1
338,0
339,0
340,1
341,1
342,1
343,0
344,0
345,0
346,1
347,0
348,1
349,0
350,1
351,0
352,0
353,1
354,1
355,0
356,1
357,1
358,1
359,0
360,1
361,1
362,0
363,1
364,0
365,1
366,0
367,0
368,0
369,1
370,1
371,1
372,1
373,1
374,0
375,1
376,0
377,1
378,1
379,1
380,0
381,1
382,1
383,0
384,0
385,1
386,0
387,1
388,1
389,1
390,1
391,0
392,1
393,1
394,0
395,0
396,1
397,0
398,1
399,0
400,1
401,1
402,1
403,0
404,0
405,0
406,1
407,1
408,1
409,1
410,1
411,0
412,0
413,0
414,0
415,1
416,0
417,0
418,1
419,0
420,0
421,1
422,0
423,1
424,1
425,1
426,1
427,1
428,0
429,1
430,1
431,1
432,1
433,0
434,0
435,0
436,0
437,1
438,1
439,1
440,1
441,0
442,1
443,0
444,1
445,1
446,1
447,1
448,1
449,1
450,1
451,1
452,0
453,1
454,1
455,0
456,0
457,0
458,1
459,0
460,1
461,0
462,0
463,1
464,0
465,0
466,0
467,0
468,0
469,1
470,1
471,1
472,1
473,1
474,0
475,1
476,0
477,1
478,0
479,1
480,1
481,0
482,0
483,0
484,1
485,1
486,1
487,1
488,1
489,1
490,1
491,1
492,0
493,1
494,1
495,1
496,0
497,0
498,0
499,1
500,1
501,1
502,1
503,1
504,0
505,1
506,0
507,0
508,0
509,1
510,1
511,0
512,1
513,0
514,1
515,0
516,0
517,1
518,0
519,1
520,0
521,0
522,0
523,0
524,1
525,1
526,1
527,1
528,0
529,0
530,0
531,1
532,1
533,1
534,0
535,0
536,1
537,0
538,1
539,0
540,0
541,1
542,1
543,1
544,1
545,1
546,0
547,1
548,1
549,1
550,0
551,0
552,0
553,0
554,0
555,0
556,1
557,1
558,1
559,0
560,1
561,0
562,1
563,1
564,0
565,1
566,0
567,1
568,0
569,1
570,1
571,0
572,1
573,0
574,0
575,0
576,1
577,1
578,0
579,1
580,0
581,0
582,0
583,0
584,1
585,1
586,0
587,0
588,1
589,1
590,0
591,1
592,0
593,1
594,0
595,1
596,0
597,0
598,0
599,1
600,1
601,0
602,0
603,0
604,1
605,1
606,1
607,0
608,0
609,1
610,1
611,1
612,1
613,1
614,0
615,1
616,0
617,1
618,1
619,1
620,0
621,0
622,0
623,0
624,1
625,0
626,0
627,0
628,1
629,0
630,1
631,1
632,0
633,0
634,0
635,0
636,1
637,1
638,1
639,0
640,1
641,0
642,0
643,1
644,1
645,1
646,0
647,0
648,0
649,0
650,1
651,0
652,1
653,1
654,1
655,1
656,1
657,0
658,0
659,1
660,0
661,1
662,1
663,1
664,0
665,1
666,0
667,1
668,1
669,1
670,0
671,0
672,1
673,0
674,1
675,1
676,0
677,0
678,1
679,0
680,0
681,0
682,1
683,1
684,0
685,0
686,1
687,0
688,0
689,0
690,1
691,1
692,0
693,0
694,1
695,0
696,1
697,1
698,0
699,1
700,1
701,0
702,1
703,1
704,0
705,0
706,0
707,1
708,1
709,1
710,0
711,0
712,1
713,0
714,1
715,1
716,1
717,0
718,0
719,1
720,1
721,0
722,0
723,1
724,0
725,0
726,0
727,0
728,1
729,0
730,0
731,0
732,0
733,1
734,0
735,0
736,1
737,1
738,0
739,1
740,1
741,0
742,0
743,0
744,0
745,0
746,0
747,0
748,0
749,1
750,0
751,1
752,1
753,0
754,0
755,0
756,1
757,0
758,0
759,0
760,1
761,0
762,0
763,0
764,1
765,0
766,0
767,0
768,1
769,1
770,1
771,0
772,1
773,1
774,1
775,1
776,0
777,0
778,1
779,0
780,1
781,1
782,0
783,0
784,0
785,1
786,1
787,0
788,1
789,1
790,1
791,1
792,0
793,0
794,0
795,0
796,0
797,0
798,0
799,0
800,0
801,0
802,1
803,0
804,1
805,1
806,0
807,1
808,0
809,1
810,1
811,1
812,1
